SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,25025 SE Klahanie Blvd Unit A103,Sammamish,WA,98029,375000,2,2.0,Klahanie,926,338893,1995,5,405,359,Active,,,http://www.redfin.com/WA/Issaquah/25025-SE-Klahanie-Blvd-98029/unit-A103/home/12307171,NWMLS,1520472,N,Y,47.5749051,-122.0044621
MLS Listing,,Condo/Co-op,15142 65th Ave S #1002,Tukwila,WA,98188,115000,1,1.0,Southcenter,656,314465,1968,5,175,368,Active,,,http://www.redfin.com/WA/Tukwila/15142-65th-Ave-S-98188/unit-1002/home/51707,NWMLS,1520265,N,Y,47.4661056,-122.2521463
MLS Listing,,Townhouse,1800 NE 40th St Unit H4,Renton,WA,98056,390000,3,2.25,Renton,1278,,1999,5,305,540,Active,September-22-2019 03:00 PM,September-22-2019 05:00 PM,http://www.redfin.com/WA/Renton/1800-NE-40th-St-98056/unit-H4/home/43737,NWMLS,1520199,N,Y,47.5283283,-122.1943309
MLS Listing,,Condo/Co-op,4800 Fauntleroy Way SW #209,Seattle,WA,98116,259950,1,1.0,Alaska Junction,656,,1980,5,396,331,Active,,,http://www.redfin.com/WA/Seattle/4800-Fauntleroy-Way-SW-98116/unit-209/home/20492,NWMLS,1520398,N,Y,47.5588381,-122.3811323
MLS Listing,,Single Family Residential,83 NE Burt Ct,Belfair,WA,98528,289000,2,1.75,Belfair,1200,7405,1988,5,241,,Active,,,http://www.redfin.com/WA/Belfair/83-NE-Burt-Ct-98528/home/16730859,NWMLS,1520455,N,Y,47.4381266,-122.867462
MLS Listing,,Condo/Co-op,500 Elliott Ave W #207,Seattle,WA,98109,355000,1,1.0,Queen Anne,602,20272,2000,5,590,297,Active,,,http://www.redfin.com/WA/Seattle/500-Elliott-Ave-W-98119/unit-207/home/2117687,NWMLS,1520487,N,Y,47.623808,-122.3641385
MLS Listing,,Condo/Co-op,12033 15th Ave NE #101,Seattle,WA,98125,319000,2,1.0,Pinehurst,756,8235,1986,5,422,416,Active,,,http://www.redfin.com/WA/Seattle/12033-15th-Ave-NE-98125/unit-101/home/19216,NWMLS,1519952,N,Y,47.7167799,-122.3129941
MLS Listing,,Condo/Co-op,132 N 132nd #102,Seattle,WA,98133,270000,1,1.5,Seattle,1050,17452,1978,5,257,637,Active,,,http://www.redfin.com/WA/Seattle/132-N-132nd-St-98133/unit-102/home/32677,NWMLS,1520223,N,Y,47.7253204,-122.3566336
MLS Listing,,Single Family Residential,4304 230th Pl SW,Mountlake Terrace,WA,98043,475000,3,1.5,Cedar Ridge,1216,8712,1976,5,391,,Active,,,http://www.redfin.com/WA/Mountlake-Terrace/4304-230th-Pl-SW-98043/home/2774111,NWMLS,1503842,N,Y,47.7894469,-122.2913826
MLS Listing,,Townhouse,17915 80th Ave NE Unit C4,Kenmore,WA,98028,420000,3,2.25,Kenmore,1441,67850,2003,5,291,454,Active,,,http://www.redfin.com/WA/Kenmore/17915-80th-Ave-NE-98028/unit-C4/home/47939,NWMLS,1520225,N,Y,47.7582236,-122.2349768
MLS Listing,,Single Family Residential,19906 33rd Ave S,SeaTac,WA,98188,375000,3,1.5,Angle Lake,1150,9840,1965,5,326,,Active,,,http://www.redfin.com/WA/SeaTac/19906-33rd-Ave-S-98188/home/340663,NWMLS,1519909,N,Y,47.4233069,-122.2907121
MLS Listing,,Single Family Residential,5797 SE Timmerman Ct,Port Orchard,WA,98367,450000,3,2.0,Olalla,1647,41818,2012,5,273,,Active,,,http://www.redfin.com/WA/Port-Orchard/5797-SE-Timmerman-Ct-98367/home/44654365,NWMLS,1520183,N,Y,47.4715096,-122.5735075
MLS Listing,,Condo/Co-op,12501 17th Ave NE Unit C,Seattle,WA,98125,335000,2,1.75,Pinehurst,1182,17135,1979,5,283,448,Active,,,http://www.redfin.com/WA/Seattle/12501-17th-Ave-NE-98125/unit-C/home/36730,NWMLS,1520353,N,Y,47.719631,-122.3113143
MLS Listing,,Townhouse,12014 31st Ave NE Unit A,Seattle,WA,98125,475000,3,1.5,Lake City,1241,1139,2008,5,383,,Active,,,http://www.redfin.com/WA/Seattle/12014-31st-Ave-NE-98125/unit-A/home/22459857,NWMLS,1520186,N,Y,47.716033,-122.294798
MLS Listing,,Condo/Co-op,731 N 94th St #7,Seattle,WA,98103,329950,2,2.0,Greenwood,843,7670,1987,5,391,395,Active,,,http://www.redfin.com/WA/Seattle/731-N-94th-St-98103/unit-7/home/169090463,NWMLS,1518617,N,Y,47.6966491,-122.3486497
MLS Listing,,Single Family Residential,3421 164th Pl SE,Bothell,WA,98012,429000,3,2.5,Bothell,1682,2099,2012,5,255,100,Active,,,http://www.redfin.com/WA/Bothell/3421-164th-Pl-SE-98012/home/45390308,NWMLS,1520251,N,Y,47.848453,-122.186132
MLS Listing,,Single Family Residential,23005 25TH Ave W,Brier,WA,98036,499900,3,2.0,Brier,1444,33106,1942,5,346,,Active,,,http://www.redfin.com/WA/Lynnwood/23005-25th-Ave-W-98036/home/2657380,NWMLS,1520205,N,Y,47.7899711,-122.2662501
MLS Listing,,Vacant Land,2602 E Thomas St,Seattle,WA,98112,285000,0,,Madison Valley,,1503,,5,,,Active,,,http://www.redfin.com/WA/Seattle/2602-E-Thomas-St-98112/home/169087750,NWMLS,1519418,N,Y,47.6213485,-122.2984881
MLS Listing,,Condo/Co-op,769 Hayes St #201,Seattle,WA,98109,465000,2,1.75,Westlake,757,11384,1989,5,614,400,Active,,,http://www.redfin.com/WA/Seattle/769-Hayes-St-98109/unit-201/home/10259,NWMLS,1517282,N,Y,47.6337511,-122.3414514
MLS Listing,,Single Family Residential,3208 S 148th St,SeaTac,WA,98168,399900,2,1.75,SeaTac,2310,15914,1947,5,173,,Active,,,http://www.redfin.com/WA/SeaTac/3208-S-148th-St-98168/home/193379,NWMLS,1519906,N,Y,47.4709442,-122.2915373
